Loan_ID,Account_ID,Loan_Date,Loan_Amount,Duration,Payments,Status,Frequency,Account_Date,Client_ID,owner_count,user_count,is_joint_account,txn_count,active_days,Avg_Trans_Amount,Total_Trans_Amount,Avg_Balance,Balance_Volatility,Total_Credit,Total_Debit,Net_Cashflow,Order_Count,Total_Order_Amount,Avg_Order_Amount,card_count,has_card,gold_card_count,district_name,region,avg_salary,unemployment_rate_1,unemployment_rate_2,avg_unemployment_rate,entrepreneurs_per_1000,crimes_1,crimes_2
4989,105,1998-12-05,352704,48,7348,C,"POPLATEK MESICNE",1997-07-10,127,1,0,0,0,0,0,0,0,0,0,0,0,1,7348,7348,1,1,0,Tabor,"south Bohemia",9104,1.51,2.07,1.7899999952316283,123,2299,2354
5221,1284,1998-12-05,52512,12,4376,C,"POPLATEK MESICNE",1997-07-02,1554,1,0,0,0,0,0,0,0,0,0,0,0,1,4375.5,4375.5,0,0,0,"Brno - venkov","south Moravia",8743,1.88,2.43,2.154999997615814,111,3659,3894
5346,1928,1998-12-06,55632,24,2318,C,"POPLATEK MESICNE",1997-03-02,2342,1,0,0,0,0,0,0,0,0,0,0,0,1,2317.5,2317.5,0,0,0,Karvina,"north Moravia",10177,6.63,7.75,7.190000057220459,81,9878,10108
5147,938,1998-05-21,22260,60,371,C,"POPLATEK MESICNE",1997-12-13,1130,1,0,0,0,0,0,0,0,0,0,0,0,2,3653,1826.5,0,0,0,Karvina,"north Moravia",10177,6.63,7.75,7.190000057220459,81,9878,10108
5561,2910,1998-08-29,437460,60,7291,C,"POPLATEK MESICNE",1997-10-21,3517,1,0,0,0,0,0,0,0,0,0,0,0,3,21725.2998046875,7241.77,1,1,0,"Frydek - Mistek","north Moravia",9893,4.09,4.72,4.405000076293945,96,5623,5887
5463,2413,1998-10-06,17952,12,1496,C,"POPLATEK MESICNE",1997-10-27,2915,1,0,0,0,0,0,0,0,0,0,0,0,2,7944,3972,0,0,0,Decin,"north Bohemia",8705,5.75,7.61,6.68,116,4650,4859
5226,1318,1998-10-11,185544,36,5154,C,"POPLATEK MESICNE",1997-12-22,1594,1,0,0,0,0,0,0,0,0,0,0,0,5,18352,3670.4,0,0,0,Breclav,"south Moravia",8772,4.69,4.98,4.83500002861023,126,2854,3158
5027,276,1998-12-02,160920,36,4470,C,"POPLATEK MESICNE",1997-12-08,333,1,0,0,0,0,0,0,0,0,0,0,0,2,9682.5,4841.25,1,1,0,Louny,"north Bohemia",8965,7.08,8.23,7.654999961853028,104,2653,2822
5754,3834,1994-09-28,23052,12,1921,A,"POPLATEK MESICNE",1993-01-19,4620,1,0,1,39,34,5283,206037,25595.15,12445.93,115685,90352,25333,5,8861,1772.2,0,0,0,"Brno - mesto","south Moravia",9897,1.6,1.96,1.780000011920929,140,18721,18696
5750,3804,1996-02-08,63252,12,5271,A,"POPLATEK MESICNE",1994-04-07,4584,1,0,0,0,0,0,0,0,0,0,0,0,3,10371.7001953125,3457.23,0,0,0,Melnik,"central Bohemia",9920,2.26,2.87,2.5649999952316285,130,4289,4846
5758,3859,1997-05-02,307200,60,5120,D,"POPLATEK MESICNE",1996-04-23,4652,1,0,0,0,0,0,0,0,0,0,0,0,1,5120.2001953125,5120.2,0,0,0,Blansko,"south Moravia",8240,2.53,3.56,3.0449999856948855,99,1850,1903
5760,3862,1998-09-18,74916,36,2081,C,"POPLATEK MESICNE",1996-11-23,4656,1,0,0,0,0,0,0,0,0,0,0,0,3,13412.800048828125,4470.93,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5765,3875,1998-02-10,153936,24,6414,C,"POPLATEK MESICNE",1997-10-18,4672,1,0,0,0,0,0,0,0,0,0,0,0,1,6413.7001953125,6413.7,0,0,0,Chrudim,"east Bohemia",8254,2.79,3.76,3.2749999809265136,97,2166,2325
6687,8261,1993-09-13,87840,24,3660,A,"POPLATEK MESICNE",1993-05-12,10200,1,0,1,14,11,9930.57,139028,43724.5,20674.34,102228,36800,65428,5,8796.800048828125,1759.36,0,0,0,Rakovnik,"central Bohemia",8598,2.77,3.26,3.0149999904632567,123,1597,1875
6111,5428,1993-09-24,174744,24,7281,B,"POPLATEK MESICNE",1993-04-14,6551,1,0,0,27,20,11991.81,323779,39385.81,29183.7,172636,151143,21493,1,7281.2998046875,7281.3,0,0,0,"Karlovy Vary","west Bohemia",8991,1.39,2.01,1.6999999928474425,128,5198,5273
5997,4894,1993-11-04,117024,24,4876,A,"POPLATEK MESICNE",1993-06-20,5911,1,0,0,6,6,13025.83,78155,30770,16889.4,59355,18800,40555,1,4875.7998046875,4875.8,1,1,0,"Ceske Budejovice","south Bohemia",10045,1.42,1.71,1.5649999785423279,135,6604,6295
6077,5270,1993-11-22,79608,24,3317,A,"POPLATEK MESICNE",1993-01-13,6367,1,0,0,37,30,18535.59,685817,63936.89,24753.82,383023,302794,80229,1,3317,3317,0,0,0,Chrudim,"east Bohemia",8254,2.79,3.76,3.2749999809265136,97,2166,2325
6228,6034,1993-12-01,464520,60,7742,B,"POPLATEK TYDNE",1993-03-19,7291,1,0,0,42,36,13389.79,562371,56643.43,21749.04,302861,259510,43351,1,7741.7998046875,7741.8,0,0,0,"Kutna Hora","central Bohemia",8546,2.95,4.02,3.4850000238418577,126,2640,3120
6356,6701,1993-12-08,95400,36,2650,A,"POPLATEK TYDNE",1993-03-15,8091,1,0,0,30,23,11273.47,338204,39076.47,26730.76,203516,134688,68828,1,2650.199951171875,2650.2,0,0,0,Semily,"east Bohemia",8208,1.89,2.26,2.0749999928474425,155,1660,2123
6456,7123,1993-12-09,47016,12,3918,A,"POPLATEK PO OBRATU",1993-04-14,8598,1,0,0,17,14,14373.88,244356,49113.59,28295.06,162456,81900,80556,2,18499.199951171875,9249.6,0,0,0,Zlin,"south Moravia",9624,1.6,2.31,1.955000011920929,145,4484,4265
6499,7401,1994-01-05,80952,24,3373,A,"POPLATEK MESICNE",1993-02-26,9173,1,0,1,24,22,10340.75,248178,37754.92,13719.47,136966,111212,25754,2,10638.699951171875,5319.35,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
6721,8475,1994-01-21,21072,24,878,A,"POPLATEK MESICNE",1993-09-08,10459,1,0,0,0,0,0,0,0,0,0,0,0,3,5206,1735.33,0,0,0,Kladno,"central Bohemia",9753,4.64,5.05,4.844999933242798,109,5244,5892
6650,8073,1994-02-17,49320,12,4110,B,"POPLATEK PO OBRATU",1993-09-03,9973,1,0,0,0,0,0,0,0,0,0,0,0,3,16372,5457.33,0,0,0,"Karlovy Vary","west Bohemia",8991,1.39,2.01,1.6999999928474425,128,5198,5273
6087,5313,1994-02-27,300660,60,5011,C,"POPLATEK MESICNE",1993-04-29,6417,1,0,0,12,12,8419,101028,27735,13619.26,71328,29700,41628,4,12927.2001953125,3231.8,0,0,0,Teplice,"north Bohemia",9317,6.49,7.07,6.779999885559082,97,6949,6872
6577,7753,1994-03-11,51696,24,2154,A,"POPLATEK MESICNE",1993-02-08,9593,1,0,0,52,40,17141.4,891353,64698.69,26694.43,473917,417436,56481,1,2153.800048828125,2153.8,1,1,0,"Ostrava - mesto","north Moravia",10673,4.75,5.44,5.095000000000001,100,18782,18347
6509,7445,1994-03-15,55368,24,2307,A,"POPLATEK MESICNE",1993-03-18,9226,1,0,0,39,28,9803.79,382348,61401.77,22161.18,215126,167222,47904,1,2306.800048828125,2306.8,0,0,0,Zlin,"south Moravia",9624,1.6,2.31,1.955000011920929,145,4484,4265
6520,7485,1994-03-16,91200,24,3800,A,"POPLATEK MESICNE",1993-07-28,9273,1,0,1,3,3,7933,23799,15999.33,10818.96,23799,0,23799,2,14078.800048828125,7039.4,0,0,0,Most,"north Bohemia",10446,7.34,9.4,8.370000076293945,90,4947,4743
6699,8330,1994-03-30,7656,24,319,A,"POPLATEK MESICNE",1993-03-28,10287,1,0,1,22,18,8820.36,194048,40142.77,16013.18,117660,76388,41272,2,4027,2013.5,0,0,0,"Rychnov nad Kneznou","east Bohemia",9060,1.78,2.44,2.109999985694885,124,1655,1717
6336,6555,1994-03-31,212400,36,5900,A,"POPLATEK TYDNE",1993-03-05,7914,1,0,0,24,22,9285.92,222862,35505.08,16468.31,128188,94674,33514,1,5900,5900,0,0,0,Louny,"north Bohemia",8965,7.08,8.23,7.654999961853028,104,2653,2822
6103,5385,1994-04-07,149340,60,2489,C,"POPLATEK TYDNE",1993-05-21,6499,1,0,0,9,9,7901.22,71111,27031.67,12030.34,52911,18200,34711,2,11243.300048828125,5621.65,0,0,0,Chrudim,"east Bohemia",8254,2.79,3.76,3.2749999809265136,97,2166,2325
6202,5891,1994-04-18,65184,12,5432,A,"POPLATEK MESICNE",1993-01-25,7127,1,0,0,32,29,14455.41,462573,52039.28,22171.63,246551,216022,30529,1,5432.2998046875,5432.3,1,1,1,"Brno - mesto","south Moravia",9897,1.6,1.96,1.780000011920929,140,18721,18696
6696,8321,1994-05-09,89040,60,1484,C,"POPLATEK MESICNE",1993-04-12,10275,1,0,1,18,14,4891.67,88050,31041.56,14299.86,67150,20900,46250,2,8525,4262.5,0,0,0,Vsetin,"north Moravia",8909,4.01,5.56,4.785000114440917,113,3460,3590
6072,5256,1994-05-10,193968,36,5388,A,"POPLATEK PO OBRATU",1993-10-25,6349,1,0,0,0,0,0,0,0,0,0,0,0,1,5388.5,5388.5,0,0,0,Olomouc,"north Moravia",8994,3.8,4.79,4.294999976158142,110,9672,9208
6678,8173,1994-05-20,80340,12,6695,A,"POPLATEK MESICNE",1993-07-05,10095,1,0,1,3,3,18280,54840,23313.33,22906.34,54840,0,54840,1,6695,6695,1,1,0,"Praha - zapad","central Bohemia",9622,0.45,0.59,0.5199999940395355,154,3475,3529
6580,7769,1994-05-22,196080,48,4085,A,"POPLATEK MESICNE",1993-10-03,9611,1,0,0,0,0,0,0,0,0,0,0,0,1,4085,4085,0,0,0,Cheb,"west Bohemia",8624,1.79,2.66,2.2249999809265137,102,2879,3198
6316,6473,1994-05-26,76908,12,6409,B,"POPLATEK MESICNE",1993-01-26,7815,1,0,0,34,25,15395.18,523436,52902.97,23575.4,289140,234296,54844,1,6408.7998046875,6408.8,0,0,0,Pribram,"central Bohemia",8754,3.83,4.31,4.069999961853027,137,3804,3868
6512,7454,1994-05-26,63312,48,1319,A,"POPLATEK MESICNE",1993-04-19,9236,1,0,0,12,12,3355.25,40263,20769.42,9478.98,33563,6700,26863,3,4096,1365.33,0,0,0,Kladno,"central Bohemia",9753,4.64,5.05,4.844999933242798,109,5244,5892
6407,6930,1994-05-26,25944,24,1081,A,"POPLATEK MESICNE",1993-09-08,8366,1,0,0,0,0,0,0,0,0,0,0,0,1,1081,1081,1,1,0,"Usti nad Labem","north Bohemia",9832,3.32,4.48,3.899999966621399,114,6445,5471
6647,8051,1994-06-01,208320,48,4340,A,"POPLATEK TYDNE",1993-02-07,9945,1,0,1,21,20,14152.62,297205,47703.67,19343.5,170275,126930,43345,1,4340,4340,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5918,4576,1994-06-04,300204,36,8339,A,"POPLATEK MESICNE",1993-06-05,5517,1,0,0,8,8,10328.88,82631,31324,14510.66,66731,15900,50831,1,8339,8339,0,0,0,"Plzen - jih","west Bohemia",8561,0.65,1.29,0.9699999880790711,110,1029,1127
6642,8027,1994-06-05,77640,12,6470,A,"POPLATEK TYDNE",1993-07-07,9915,1,0,0,3,2,16339.33,49018,23412,16521.48,39518,9500,30018,1,6469.7001953125,6469.7,0,0,0,Chrudim,"east Bohemia",8254,2.79,3.76,3.2749999809265136,97,2166,2325
6210,5927,1994-06-06,87216,48,1817,B,"POPLATEK MESICNE",1993-11-26,7166,1,0,0,0,0,0,0,0,0,0,0,0,1,1817.300048828125,1817.3,0,0,0,"Cesky Krumlov","south Bohemia",9045,3.13,3.6,3.365000057220459,124,1845,1879
6279,6273,1994-06-07,87360,24,3640,A,"POPLATEK MESICNE",1993-07-21,7576,1,0,0,4,4,14976,59904,32071.5,18872.51,49604,10300,39304,1,3639.5,3639.5,1,1,0,Louny,"north Bohemia",8965,7.08,8.23,7.654999961853028,104,2653,2822
6736,8558,1994-06-14,288360,60,4806,C,"POPLATEK PO OBRATU",1994-02-27,10555,1,0,0,0,0,0,0,0,0,0,0,0,1,4806.5,4806.5,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
6112,5442,1994-06-17,174744,24,7281,B,"POPLATEK MESICNE",1993-03-22,6567,1,0,0,40,32,9717.88,388715,46485.08,25239.92,208067,180648,27419,4,18478.2998046875,4619.57,1,1,0,Chomutov,"north Bohemia",9675,6.43,7.68,7.054999914169311,100,5323,5190
6596,7844,1994-06-25,91584,24,3816,A,"POPLATEK MESICNE",1993-11-26,9702,1,0,0,0,0,0,0,0,0,0,0,0,1,3816,3816,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5837,4260,1994-06-29,244560,60,4076,C,"POPLATEK MESICNE",1993-10-14,5134,1,0,0,0,0,0,0,0,0,0,0,0,2,16081.5,8040.75,0,0,0,Breclav,"south Moravia",8772,4.69,4.98,4.83500002861023,126,2854,3158
6232,6051,1994-07-08,276660,36,7685,B,"POPLATEK MESICNE",1993-08-28,7311,1,0,0,1,1,500,500,500,0,500,0,500,1,7685,7685,0,0,0,Breclav,"south Moravia",8772,4.69,4.98,4.83500002861023,126,2854,3158
6066,5228,1994-07-11,173808,24,7242,A,"POPLATEK PO OBRATU",1993-06-23,6317,1,0,1,6,6,24367.5,146205,43899.33,25374.22,100405,45800,54605,1,7242,7242,0,0,0,Vsetin,"north Moravia",8909,4.01,5.56,4.785000114440917,113,3460,3590
6004,4937,1994-07-23,143904,24,5996,A,"POPLATEK MESICNE",1993-02-20,5965,1,0,0,46,38,9953.28,457851,42701.22,25716.98,247259,210592,36667,3,9483.2001953125,3161.07,0,0,0,Pribram,"central Bohemia",8754,3.83,4.31,4.069999961853027,137,3804,3868
6668,8129,1994-07-30,74736,36,2076,A,"POPLATEK MESICNE",1993-06-26,10043,1,0,0,6,6,8640.17,51841,22655.83,12382.47,41941,9900,32041,2,8260,4130,1,1,0,Jicin,"east Bohemia",8390,2.28,2.89,2.5849999856948855,132,2080,2122
6064,5215,1994-08-04,14628,12,1219,A,"POPLATEK MESICNE",1993-07-01,6301,1,0,0,6,5,7720.5,46323,20117.5,11769.13,37723,8600,29123,5,7778,1555.6,1,1,0,"Brno - venkov","south Moravia",8743,1.88,2.43,2.154999997615814,111,3659,3894
6038,5120,1994-08-10,323472,48,6739,A,"POPLATEK MESICNE",1993-06-21,6178,1,0,0,3,3,6666.67,20000,10600,8114.19,20000,0,20000,2,9746.7001953125,4873.35,1,1,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
6729,8519,1994-08-11,74688,12,6224,A,"POPLATEK MESICNE",1993-04-02,10510,1,0,1,20,15,17862.55,357251,69183.2,29602.17,208451,148800,59651,2,19935.2998046875,9967.65,0,0,0,Cheb,"west Bohemia",8624,1.79,2.66,2.2249999809265137,102,2879,3198
6686,8260,1994-08-25,224604,36,6239,A,"POPLATEK MESICNE",1993-03-24,10198,1,0,1,18,18,19827.61,356897,61670.94,27299.23,206719,150178,56541,1,6239.2001953125,6239.2,1,1,0,Tachov,"west Bohemia",8930,3.52,4.2,3.859999990463257,108,1328,1452
5836,4259,1994-08-27,79632,24,3318,A,"POPLATEK MESICNE",1994-04-08,5133,1,0,0,0,0,0,0,0,0,0,0,0,3,15089,5029.67,0,0,0,"Zdar nad Sazavou","south Moravia",8512,3.51,4.12,3.8149999952316285,102,2247,2103
6120,5481,1994-09-11,209184,48,4358,A,"POPLATEK MESICNE",1993-08-16,6616,1,0,0,1,1,1000,1000,1000,0,1000,0,1000,1,4358,4358,0,0,0,"Usti nad Orlici","east Bohemia",8363,2.52,3.49,3.004999990463257,108,2564,2799
5882,4427,1994-09-26,87816,12,7318,A,"POPLATEK MESICNE",1993-06-07,5337,1,0,1,6,6,4600.5,27603,16305.5,9102.88,27603,0,27603,2,12323,6161.5,0,0,0,"Ceska Lipa","north Bohemia",9272,2.8,3.22,3.0099999761581424,118,4340,4505
6594,7824,1994-09-28,189696,24,7904,B,"POPLATEK MESICNE",1994-05-17,9675,1,0,0,0,0,0,0,0,0,0,0,0,3,11584.7998046875,3861.6,0,0,0,Prostejov,"south Moravia",8441,3.45,4.48,3.965000023841858,115,1879,2252
6738,8566,1994-09-29,230220,36,6395,B,"POPLATEK MESICNE",1993-10-08,10566,1,0,0,0,0,0,0,0,0,0,0,0,3,15843.7998046875,5281.27,0,0,0,"Ostrava - mesto","north Moravia",10673,4.75,5.44,5.095000000000001,100,18782,18347
6624,7965,1994-09-30,71460,12,5955,A,"POPLATEK MESICNE",1993-11-08,9844,1,0,1,0,0,0,0,0,0,0,0,0,2,13223,6611.5,0,0,0,"Brno - venkov","south Moravia",8743,1.88,2.43,2.154999997615814,111,3659,3894
6216,5952,1994-09-30,141240,24,5885,A,"POPLATEK MESICNE",1993-09-07,7195,1,0,0,0,0,0,0,0,0,0,0,0,5,15565.2998046875,3113.06,1,1,0,Svitavy,"east Bohemia",8187,4.83,5.45,5.139999961853027,94,2123,2134
6229,6040,1994-10-02,11736,24,489,A,"POPLATEK MESICNE",1993-04-22,7299,1,0,0,13,13,12517,162721,40600.31,17403.27,103621,59100,44521,4,9460,2365,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5887,4448,1994-10-03,192744,36,5354,A,"POPLATEK MESICNE",1993-06-02,5366,1,0,1,4,4,5581,22324,12856,7977.22,22324,0,22324,1,5353.5,5353.5,1,1,0,Prostejov,"south Moravia",8441,3.45,4.48,3.965000023841858,115,1879,2252
6297,6363,1994-10-25,17508,12,1459,A,"POPLATEK MESICNE",1993-08-01,7683,1,0,0,3,3,4219,12657,8725.67,5533.6,12657,0,12657,1,1459,1459,1,1,1,"Ostrava - mesto","north Moravia",10673,4.75,5.44,5.095000000000001,100,18782,18347
6150,5622,1994-11-02,83016,12,6918,A,"POPLATEK MESICNE",1993-02-08,6789,1,0,0,52,40,15794.13,821295,64840.71,25369.21,433971,387324,46647,3,13818.2998046875,4606.1,1,1,0,Karvina,"north Moravia",10177,6.63,7.75,7.190000057220459,81,9878,10108
6223,5991,1994-11-03,61056,48,1272,A,"POPLATEK MESICNE",1993-11-21,7241,1,0,0,0,0,0,0,0,0,0,0,0,3,7485,2495,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
6253,6148,1994-11-04,59760,24,2490,A,"POPLATEK MESICNE",1993-12-27,7422,1,0,1,0,0,0,0,0,0,0,0,0,2,10337,5168.5,1,1,0,"Ostrava - mesto","north Moravia",10673,4.75,5.44,5.095000000000001,100,18782,18347
6460,7133,1994-11-06,48672,36,1352,A,"POPLATEK MESICNE",1993-09-17,8610,1,0,1,0,0,0,0,0,0,0,0,0,5,4250,850,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
6645,8041,1994-11-06,140400,36,3900,A,"POPLATEK MESICNE",1993-10-10,9933,1,0,0,0,0,0,0,0,0,0,0,0,1,3900.5,3900.5,1,1,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5861,4337,1994-12-08,51408,24,2142,A,"POPLATEK MESICNE",1993-11-16,5224,1,0,0,0,0,0,0,0,0,0,0,0,1,2142,2142,1,1,0,Rokycany,"west Bohemia",8843,2.82,3.6,3.2099999666213987,113,818,888
6306,6425,1994-12-20,36684,12,3057,A,"POPLATEK MESICNE",1993-03-29,7753,1,0,0,18,18,6327.78,113900,33216.61,12847.47,76160,37740,38420,1,3057,3057,0,0,0,Tachov,"west Bohemia",8930,3.52,4.2,3.859999990463257,108,1328,1452
6272,6226,1994-12-20,398640,60,6644,C,"POPLATEK TYDNE",1993-07-26,7521,1,0,0,4,4,11598.5,46394,27254.5,15702.15,40294,6100,34194,1,6643.7001953125,6643.7,0,0,0,"Ostrava - mesto","north Moravia",10673,4.75,5.44,5.095000000000001,100,18782,18347
6526,7523,1995-01-03,288468,36,8013,A,"POPLATEK MESICNE",1994-08-29,9316,1,0,0,0,0,0,0,0,0,0,0,0,1,8013,8013,0,0,0,Vyskov,"south Moravia",8288,3.79,4.52,4.1549999809265135,110,1562,1460
6244,6118,1995-01-08,270648,36,7518,B,"POPLATEK TYDNE",1994-03-07,7390,1,0,0,0,0,0,0,0,0,0,0,0,1,7518,7518,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
6358,6715,1995-01-14,137880,60,2298,D,"POPLATEK TYDNE",1993-09-15,8105,1,0,0,0,0,0,0,0,0,0,0,0,1,2298.199951171875,2298.2,0,0,0,"Rychnov nad Kneznou","east Bohemia",9060,1.78,2.44,2.109999985694885,124,1655,1717
6598,7857,1995-01-18,68112,12,5676,A,"POPLATEK MESICNE",1993-08-04,9715,1,0,0,2,2,19204.5,38409,19354.5,19054.5,38409,0,38409,4,15012,3753,0,0,0,Prerov,"north Moravia",8819,5.38,5.66,5.520000057220459,99,4063,4505
6591,7819,1995-02-02,20832,48,434,C,"POPLATEK MESICNE",1993-08-01,9670,1,0,0,2,2,4667,9334,4917,4417,9334,0,9334,5,6137,1227.4,0,0,0,Louny,"north Bohemia",8965,7.08,8.23,7.654999961853028,104,2653,2822
6315,6472,1995-02-06,43164,12,3597,A,"POPLATEK MESICNE",1994-02-08,7814,1,0,0,0,0,0,0,0,0,0,0,0,1,3597,3597,0,0,0,Trebic,"south Moravia",8814,4.76,5.74,5.250000114440918,107,2112,2059
5876,4413,1995-02-08,221280,48,4610,C,"POPLATEK TYDNE",1994-01-15,5318,1,0,1,0,0,0,0,0,0,0,0,0,2,12412,6206,0,0,0,"Ostrava - mesto","north Moravia",10673,4.75,5.44,5.095000000000001,100,18782,18347
6294,6353,1995-02-12,79920,60,1332,C,"POPLATEK MESICNE",1993-11-26,7672,1,0,0,0,0,0,0,0,0,0,0,0,3,7902,2634,1,1,0,"Plzen - mesto","west Bohemia",10787,2.64,3.09,2.8650000524520873,131,6041,6261
5877,4414,1995-02-23,97224,24,4051,A,"POPLATEK MESICNE",1993-09-10,5320,1,0,1,0,0,0,0,0,0,0,0,0,3,11276,3758.67,0,0,0,"Karlovy Vary","west Bohemia",8991,1.39,2.01,1.6999999928474425,128,5198,5273
6227,6030,1995-03-04,28248,24,1177,A,"POPLATEK MESICNE",1993-08-24,7286,1,0,0,1,1,400,400,400,0,400,0,400,1,1177,1177,1,1,1,Pardubice,"east Bohemia",9538,1.51,1.81,1.6599999952316284,111,6079,5410
6737,8564,1995-03-11,76680,24,3195,A,"POPLATEK MESICNE",1993-09-12,10563,1,0,1,0,0,0,0,0,0,0,0,0,3,15848,5282.67,0,0,0,"Frydek - Mistek","north Moravia",9893,4.09,4.72,4.405000076293945,96,5623,5887
6169,5700,1995-03-16,103680,60,1728,D,"POPLATEK MESICNE",1993-07-20,6895,1,0,0,4,4,3760.25,15041,10167.75,5931.12,15041,0,15041,1,1728,1728,0,0,0,"Havlickuv Brod","east Bohemia",8388,2.41,2.94,2.675000042915344,87,1658,1668
6694,8316,1995-03-19,134784,24,5616,A,"POPLATEK MESICNE",1994-06-04,10269,1,0,0,0,0,0,0,0,0,0,0,0,1,5616.2001953125,5616.2,0,0,0,Karvina,"north Moravia",10177,6.63,7.75,7.190000057220459,81,9878,10108
6546,7607,1995-03-27,31728,24,1322,A,"POPLATEK MESICNE",1993-09-05,9418,1,0,1,0,0,0,0,0,0,0,0,0,2,7342,3671,0,0,0,"Hl.m. Praha",Prague,12541,0.29,0.43,0.35999999582767483,167,85677,99107
5804,4079,1995-04-05,158976,48,3312,C,"POPLATEK MESICNE",1993-11-03,4916,1,0,0,0,0,0,0,0,0,0,0,0,4,8860,2215,0,0,0,"Usti nad Orlici","east Bohemia",8363,2.52,3.49,3.004999990463257,108,2564,2799
6745,8625,1995-04-10,47304,24,1971,A,"POPLATEK MESICNE",1993-11-10,10636,1,0,0,0,0,0,0,0,0,0,0,0,2,10121.800048828125,5060.9,1,1,0,Zlin,"south Moravia",9624,1.6,2.31,1.955000011920929,145,4484,4265
6151,5628,1995-04-25,225420,60,3757,C,"POPLATEK MESICNE",1994-06-17,6798,1,0,0,0,0,0,0,0,0,0,0,0,1,3757,3757,0,0,0,Trebic,"south Moravia",8814,4.76,5.74,5.250000114440918,107,2112,2059
6704,8377,1995-06-01,417060,60,6951,C,"POPLATEK MESICNE",1993-11-20,10350,1,0,1,0,0,0,0,0,0,0,0,0,3,13140.7998046875,4380.27,0,0,0,Rokycany,"west Bohemia",8843,2.82,3.6,3.2099999666213987,113,818,888
6474,7190,1995-06-06,63360,60,1056,C,"POPLATEK MESICNE",1993-09-06,8677,1,0,1,0,0,0,0,0,0,0,0,0,2,6450,3225,0,0,0,Semily,"east Bohemia",8208,1.89,2.26,2.0749999928474425,155,1660,2123
6676,8159,1995-06-13,29784,24,1241,A,"POPLATEK MESICNE",1995-02-08,10076,1,0,1,0,0,0,0,0,0,0,0,0,3,5827,1942.33,0,0,0,"Plzen - mesto","west Bohemia",10787,2.64,3.09,2.8650000524520873,131,6041,6261
6725,8489,1995-06-23,265320,36,7370,A,"POPLATEK MESICNE",1993-09-18,10475,1,0,1,0,0,0,0,0,0,0,0,0,2,11205,5602.5,0,0,0,Prachatice,"south Bohemia",8402,3.13,3.98,3.555000057220459,120,999,1099
5970,4774,1995-07-09,465072,48,9689,C,"POPLATEK MESICNE",1994-01-14,5760,1,0,1,0,0,0,0,0,0,0,0,0,1,9689,9689,0,0,0,"Zdar nad Sazavou","south Moravia",8512,3.51,4.12,3.8149999952316285,102,2247,2103
6157,5650,1995-07-10,98592,24,4108,A,"POPLATEK PO OBRATU",1995-01-08,6829,1,0,0,0,0,0,0,0,0,0,0,0,2,14638.2998046875,7319.15,0,0,0,"Praha - vychod","central Bohemia",10124,0.56,0.54,0.5500000011920929,141,3810,4316
6153,5632,1995-07-25,285600,60,4760,C,"POPLATEK TYDNE",1994-11-15,6803,1,0,1,0,0,0,0,0,0,0,0,0,1,4760,4760,0,0,0,Kolin,"central Bohemia",9307,3.85,4.43,4.139999952316284,118,2616,3040
5922,4580,1995-08-05,20220,12,1685,A,"POPLATEK MESICNE",1994-08-27,5521,1,0,0,0,0,0,0,0,0,0,0,0,2,10407.800048828125,5203.9,1,1,0,Nymburk,"central Bohemia",8899,3.39,3.97,3.6800000524520877,149,2987,2487
5959,4727,1995-08-11,107640,24,4485,A,"POPLATEK MESICNE",1995-02-13,5701,1,0,0,0,0,0,0,0,0,0,0,0,3,9926,3308.67,0,0,0,Benesov,"central Bohemia",8507,1.67,1.85,1.759999978542328,132,2159,2674
5980,4825,1995-08-18,21396,12,1783,A,"POPLATEK MESICNE",1994-06-04,5826,1,0,1,0,0,0,0,0,0,0,0,0,1,1783.199951171875,1783.2,0,0,0,"Cesky Krumlov","south Bohemia",9045,3.13,3.6,3.365000057220459,124,1845,1879
6764,8776,1995-08-26,33984,48,708,C,"POPLATEK MESICNE",1994-08-24,10818,1,0,0,0,0,0,0,0,0,0,0,0,1,708,708,0,0,0,Zlin,"south Moravia",9624,1.6,2.31,1.955000011920929,145,4484,4265
6726,8492,1995-09-03,85860,60,1431,C,"POPLATEK MESICNE",1994-06-29,10479,1,0,0,0,0,0,0,0,0,0,0,0,2,5834,2917,1,1,0,Benesov,"central Bohemia",8507,1.67,1.85,1.759999978542328,132,2159,2674
